Experiment,Target_State,Analytical_Prob,Hardware_Prob,Measured_Counts,Total_Successes,Total_Shots,Backend_Used
exp_a_nice_4x4,00,0.3676470588235295,0.3220968699635253,18986,58945,100000,ibm_miami
exp_a_nice_4x4,01,0.1323529411764706,0.14594961404699297,8603,58945,100000,ibm_miami
exp_a_nice_4x4,10,0.1323529411764706,0.1569429128848927,9251,58945,100000,ibm_miami
exp_a_nice_4x4,11,0.3676470588235295,0.375010603104589,22105,58945,100000,ibm_miami
